id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,loan_status
37691114,15400,60 months,12.99,350.32,C,C2,Sr. Director of Recruiting,3 years,RENT,70000,Source Verified,credit_card,Credit card refinancing,305xx,GA,20.09,Sep-00,675,679,8,0,23554,89.9,12,f,Individual,0,0,Fully Paid
37731642,3000,36 months,16.49,106.2,D,D3,owner/operator,2 years,RENT,30000,Source Verified,small_business,Business,560xx,MN,35.52,3-Oct,670,674,14,0,11540,74.5,42,f,Individual,0,0,Fully Paid
37621640,6500,36 months,14.31,223.14,C,C4,Office Manager,5 years,RENT,44000,Verified,debt_consolidation,Debt consolidation,331xx,FL,29.35,10-Sep,710,714,10,0,7807,25.2,11,f,Individual,0,0,Fully Paid
37631470,6725,36 months,10.49,218.55,B,B3,NA,NA,MORTGAGE,19164,Verified,debt_consolidation,Debt consolidation,281xx,NC,9.97,Jun-74,710,714,9,0,5940,30.2,27,f,Individual,4,0,Fully Paid
37077809,6400,36 months,13.66,217.69,C,C3,Project Manager,10+ years,MORTGAGE,69500,Source Verified,debt_consolidation,Debt consolidation,060xx,CT,13.66,2-Oct,675,679,23,0,17910,72.2,36,f,Individual,2,0,Fully Paid
37601725,5000,36 months,12.39,167.01,C,C1,Teacher,10+ years,RENT,84000,Verified,credit_card,Credit card refinancing,925xx,CA,27.76,Jan-85,695,699,19,0,34581,81.4,34,f,Individual,3,0,Fully Paid
37681666,5000,36 months,13.66,170.07,C,C3,Field Service Tech,8 years,MORTGAGE,36000,Not Verified,medical,Medical expenses,601xx,IL,30.03,Jul-88,700,704,11,0,36867,53.4,22,f,Individual,3,0,Fully Paid
37781781,35000,36 months,8.67,1107.63,B,B1,"Associate Director, Relationship Mgmt.",< 1 year,MORTGAGE,85000,Verified,credit_card,Credit card refinancing,442xx,OH,18.75,Jul-97,695,699,6,0,31017,87.1,16,f,Individual,2,0,Fully Paid
37217579,10000,36 months,8.67,316.47,B,B1,Asst. Section Head,10+ years,MORTGAGE,75000,Not Verified,car,Car financing,778xx,TX,21.74,Oct-96,705,709,7,0,2657,23.7,22,f,Individual,4,0,Fully Paid
37821608,5700,36 months,7.49,177.28,A,A4,Client Services Account Manager,6 years,RENT,63000,Not Verified,other,Other,070xx,NJ,14.53,May-93,695,699,13,0,7622,33.9,22,w,Individual,0,0,Fully Paid
37831402,10000,36 months,9.49,320.29,B,B2,customer service representative,1 year,RENT,40000,Source Verified,other,Other,231xx,VA,16.8,3-May,715,719,6,0,16787,79.2,7,f,Individual,0,0,Fully Paid
37801656,12000,36 months,12.39,400.82,C,C1,Police Officer,8 years,RENT,80000,Not Verified,debt_consolidation,Debt consolidation,895xx,NV,15.54,4-Oct,680,684,11,0,11588,43.1,26,f,Individual,2,0,Fully Paid
37177831,10000,60 months,17.86,253.18,D,D5,Sales,10+ years,OWN,44000,Source Verified,credit_card,Credit card refinancing,260xx,WV,10.28,Mar-00,675,679,11,1,10625,48.7,16,f,Individual,0,0,Fully Paid
37811713,2500,36 months,8.67,79.12,B,B1,Manufacturing Engineer,10+ years,OWN,75000,Not Verified,other,Other,462xx,IN,12.98,1-Mar,665,669,5,1,86,3.9,28,f,Individual,2,1,Fully Paid
37701628,8000,36 months,10.49,259.99,B,B3,Technology Coordinator,7 years,MORTGAGE,32000,Verified,debt_consolidation,Debt consolidation,871xx,NM,8.89,May-97,755,759,8,0,2767,15.2,14,f,Individual,1,0,Fully Paid
36802944,12000,36 months,8.67,379.76,B,B1,Department Manager,10+ years,MORTGAGE,64000,Source Verified,home_improvement,Home improvement,481xx,MI,31.56,Aug-91,670,674,13,1,21218,68.9,48,f,Individual,0,1,Fully Paid
37821618,1000,36 months,14.31,34.33,C,C4,IT SPECIALIST,4 years,MORTGAGE,95000,Verified,other,Other,221xx,VA,23.31,Jun-92,680,684,20,0,45951,77,44,f,Individual,9,0,Fully Paid
37641457,13400,36 months,13.66,455.78,C,C3,Data Manager,10+ years,MORTGAGE,32000,Not Verified,debt_consolidation,Debt consolidation,275xx,NC,27.79,1-Mar,670,674,8,0,13454,85.7,15,f,Individual,0,0,Fully Paid
37841570,24000,60 months,18.54,616.52,E,E1,Business Analyst,4 years,MORTGAGE,85000,Source Verified,debt_consolidation,Debt consolidation,983xx,WA,10.22,3-Aug,670,674,7,0,28248,70.8,19,f,Individual,1,0,Charged Off
37831639,7000,36 months,11.99,232.47,B,B5,Senior Compliance Manager,< 1 year,RENT,1.00E+05,Source Verified,debt_consolidation,Debt consolidation,600xx,IL,33.03,2-Sep,675,679,18,0,26622,36.3,35,f,Individual,0,0,Fully Paid
37731637,12000,36 months,12.39,400.82,C,C1,Service Delivery Manager - Nike,2 years,MORTGAGE,95000,Not Verified,debt_consolidation,Debt consolidation,970xx,OR,24.25,Oct-81,660,664,14,0,46291,87.2,38,f,Individual,5,0,Charged Off
37711640,6000,36 months,9.49,192.17,B,B2,Diabetes Care Specialist,2 years,MORTGAGE,115000,Verified,debt_consolidation,Debt consolidation,705xx,LA,4.82,Sep-00,710,714,3,0,4028,100.7,11,f,Individual,2,0,Fully Paid
37701646,7000,36 months,8.19,219.97,A,A5,Secretary,2 years,MORTGAGE,35000,Not Verified,debt_consolidation,Debt consolidation,993xx,WA,16.91,4-Sep,660,664,10,0,4910,81.8,23,w,Individual,1,0,Fully Paid
17343158,21000,36 months,9.49,672.6,B,B2,Administrative Specialist,10+ years,MORTGAGE,46000,Source Verified,debt_consolidation,Debt consolidation,323xx,FL,15.45,Mar-00,665,669,19,0,23227,59.9,29,w,Individual,2,0,Fully Paid
37721682,1500,36 months,6.99,46.31,A,A3,Marketing Executive,2 years,OWN,65000,Not Verified,car,Car financing,846xx,UT,12.17,Aug-97,710,714,8,0,28067,46.5,13,f,Individual,2,0,Fully Paid
37601716,6000,36 months,6.49,183.87,A,A2,teacher,8 years,RENT,65000,Not Verified,medical,Medical expenses,079xx,NJ,19.89,Apr-98,800,804,8,0,0,0,32,f,Individual,5,0,Fully Paid
36803487,10000,60 months,11.44,219.63,B,B4,Office manager/bookkeeper,5 years,RENT,66000,Source Verified,credit_card,Credit card refinancing,220xx,VA,9.76,Feb-77,660,664,8,0,6422,60.6,15,w,Individual,0,0,Fully Paid
37691724,12000,36 months,8.67,379.76,B,B1,Financial Analyst,< 1 year,RENT,54000,Not Verified,credit_card,Credit card refinancing,460xx,IN,15.2,7-Feb,670,674,9,0,11580,48.2,12,f,Individual,0,0,Fully Paid
37127479,15000,36 months,12.99,505.34,C,C2,specialty lab technician,9 years,MORTGAGE,48000,Not Verified,other,Other,920xx,CA,23.08,Mar-99,670,674,9,0,29807,92,18,f,Individual,1,0,Charged Off
37077276,10500,36 months,8.67,332.29,B,B1,Radio Frequency Engineer,4 years,MORTGAGE,42000,Source Verified,debt_consolidation,Debt consolidation,240xx,VA,28,6-Nov,730,734,10,0,7107,28.3,18,f,Individual,1,0,Fully Paid
37711641,13000,36 months,8.67,411.41,B,B1,Instructor,10+ years,RENT,80000,Source Verified,debt_consolidation,Debt consolidation,331xx,FL,14.12,May-91,660,664,10,1,13941,40.6,26,f,Individual,3,1,Fully Paid
37671674,5000,36 months,12.99,168.45,C,C2,Front Office Supervisor,1 year,RENT,26880,Source Verified,debt_consolidation,Debt consolidation,700xx,LA,29.21,9-Sep,660,664,16,0,3249,62.5,18,f,Individual,0,0,Charged Off
37328751,12000,36 months,9.49,384.34,B,B2,NA,NA,RENT,40221,Verified,credit_card,Credit card refinancing,462xx,IN,23.9,May-78,665,669,11,1,9703,38.8,53,f,Individual,3,1,Fully Paid
37830850,30000,60 months,21.99,828.4,E,E5,Operations Manager,10+ years,MORTGAGE,72000,Verified,debt_consolidation,Debt consolidation,481xx,MI,24.7,1-Jul,680,684,20,0,24239,46,32,f,Individual,0,0,Charged Off
37761657,35000,36 months,8.67,1107.63,B,B1,PROGRAM MANAGER,10+ years,MORTGAGE,105000,Verified,debt_consolidation,Debt consolidation,549xx,WI,17.09,Sep-86,730,734,23,0,28618,25.3,61,f,Individual,7,0,Fully Paid
37841594,11000,36 months,11.44,362.43,B,B4,Director,3 years,MORTGAGE,70000,Not Verified,credit_card,Credit card refinancing,532xx,WI,23.9,3-Sep,685,689,22,1,12033,38.6,62,f,Individual,3,1,Fully Paid
37841552,8000,36 months,12.39,267.21,C,C1,associate,< 1 year,OWN,45000,Not Verified,car,Car financing,301xx,GA,26.9,5-Feb,670,674,26,0,23236,64.4,67,f,Individual,4,0,Fully Paid
37631643,12000,36 months,8.67,379.76,B,B1,Logistics Specialist,9 years,MORTGAGE,88000,Not Verified,debt_consolidation,Debt consolidation,080xx,NJ,15.67,Oct-98,675,679,16,1,8365,45.5,46,f,Individual,3,1,Fully Paid
37831674,35000,36 months,14.31,1201.5,C,C4,Director Facilities,2 years,RENT,140000,Verified,debt_consolidation,Debt consolidation,201xx,VA,14.2,Jan-98,685,689,13,0,10372,45.7,48,f,Individual,10,0,Fully Paid
37651617,6000,36 months,8.19,188.55,A,A5,"DIRECTOR, HUMAN RESOURCES",3 years,MORTGAGE,90000,Not Verified,debt_consolidation,Debt consolidation,158xx,PA,7.61,Jun-90,680,684,6,0,3527,48.3,24,f,Individual,1,0,Fully Paid
37800583,11875,36 months,14.31,407.65,C,C4,admission,< 1 year,OWN,55000,Not Verified,credit_card,Credit card refinancing,921xx,CA,26.23,2-Feb,660,664,28,1,19422,49.4,46,w,Individual,0,1,Fully Paid
37691383,10000,36 months,9.49,320.29,B,B2,Case Manager,1 year,RENT,37000,Source Verified,debt_consolidation,Debt consolidation,852xx,AZ,18.78,Aug-00,685,689,8,0,6482,82.1,14,f,Individual,0,0,Fully Paid
37761508,15000,36 months,11.99,498.15,B,B5,"Architect, Engineering",2 years,RENT,1.00E+05,Source Verified,debt_consolidation,Debt consolidation,601xx,IL,15.8,11-Jun,730,734,11,0,4623,11.7,12,f,Individual,0,0,Fully Paid
37600999,16000,60 months,20.99,432.77,E,E4,Claims,10+ years,MORTGAGE,110000,Verified,debt_consolidation,Debt consolidation,770xx,TX,18.81,2-Mar,675,679,12,0,15605,57.4,25,f,Individual,1,0,Charged Off
37681641,24500,60 months,14.31,574.02,C,C4,Sales Manager,5 years,RENT,148320,Verified,debt_consolidation,Debt consolidation,334xx,FL,14.69,Jul-00,680,684,11,1,17227,72.1,34,w,Individual,0,1,Fully Paid
37771658,25000,36 months,12.39,835.03,C,C1,Solutions Engineer,2 years,RENT,98500,Source Verified,major_purchase,Major purchase,944xx,CA,8.93,Sep-00,695,699,13,0,8561,47.6,13,f,Individual,0,0,Fully Paid
36059066,11200,60 months,14.31,262.41,C,C4,Financial Advisor,< 1 year,MORTGAGE,55000,Verified,debt_consolidation,Debt consolidation,722xx,AR,12.83,Jun-00,660,664,8,0,8477,70.1,32,w,Individual,0,0,Charged Off
37681573,30225,60 months,17.14,753.45,D,D4,Internet engineer,10+ years,MORTGAGE,84000,Verified,debt_consolidation,Debt consolidation,750xx,TX,17.22,4-Aug,705,709,11,0,15189,65.5,19,w,Individual,4,0,Charged Off
37127806,28000,36 months,8.19,879.88,A,A5,Dentist/owner,10+ years,MORTGAGE,275000,Source Verified,small_business,Business,402xx,KY,12.43,Aug-91,695,699,12,0,56281,80.8,47,w,Individual,3,0,Fully Paid
37751705,5000,36 months,10.49,162.49,B,B3,TRAIN OPERATOR,10+ years,RENT,93685,Verified,debt_consolidation,Debt consolidation,071xx,NJ,6.7,Jan-91,660,664,13,3,13177,66.9,36,f,Individual,0,2,Fully Paid
37831571,16000,60 months,20.99,432.77,E,E4,driver,7 years,OWN,60000,Not Verified,debt_consolidation,Debt consolidation,913xx,CA,12.36,1-Jan,710,714,9,0,6801,31.1,37,w,Individual,1,0,Fully Paid
37751675,10000,36 months,12.39,334.01,C,C1,Resource Manager,< 1 year,RENT,60000,Not Verified,debt_consolidation,Debt consolidation,070xx,NJ,17.29,1-Jul,665,669,9,0,27681,79.5,13,f,Individual,0,0,Fully Paid
37741569,20000,60 months,17.14,498.56,D,D4,Vice President,< 1 year,RENT,235000,Source Verified,debt_consolidation,Debt consolidation,073xx,NJ,6.76,Apr-94,720,724,12,0,18952,38.1,18,w,Individual,0,0,Fully Paid
36733453,20725,36 months,14.99,718.34,C,C5,Consultant,2 years,RENT,47380,Verified,debt_consolidation,Debt consolidation,370xx,TN,32.67,4-Dec,715,719,13,0,18023,40.8,25,f,Individual,0,0,Fully Paid
37601651,15000,36 months,14.99,519.91,C,C5,teacher,10+ years,MORTGAGE,80000,Verified,home_improvement,Home improvement,104xx,NY,18.92,4-Dec,690,694,10,0,18519,67.1,21,f,Individual,1,0,Fully Paid
37651582,4500,36 months,8.67,142.41,B,B1,warehouse,10+ years,MORTGAGE,52000,Not Verified,debt_consolidation,Debt consolidation,853xx,AZ,20.29,9-May,670,674,8,1,4688,75.6,15,f,Individual,0,1,Charged Off
37801674,5000,36 months,6.03,152.18,A,A1,Sr. Technology Specialist,10+ years,MORTGAGE,79000,Not Verified,debt_consolidation,Debt consolidation,910xx,CA,23.13,Oct-95,735,739,21,0,16534,36.3,33,w,Individual,3,0,Fully Paid
37721599,4000,36 months,8.19,125.7,A,A5,store manager,NA,RENT,45000,Source Verified,debt_consolidation,Debt consolidation,890xx,NV,14.13,Apr-98,685,689,17,1,4000,30.5,41,f,Individual,0,1,Fully Paid
37671599,15000,36 months,12.39,501.02,C,C1,Teacher,10+ years,RENT,56000,Verified,debt_consolidation,Debt consolidation,339xx,FL,20.19,Dec-93,660,664,19,0,14676,50.1,31,f,Individual,1,0,Fully Paid
37711588,10400,36 months,11.99,345.38,B,B5,Draftsman,7 years,RENT,34000,Not Verified,debt_consolidation,Debt consolidation,790xx,TX,23.27,4-Sep,720,724,4,0,12859,76.1,12,f,Individual,0,0,Fully Paid
37751666,6600,36 months,8.67,208.87,B,B1,Hotel Sales Coordinator,< 1 year,RENT,50000,Source Verified,credit_card,Credit card refinancing,082xx,NJ,16.42,8-Mar,700,704,7,0,3694,49.3,31,f,Individual,0,0,Fully Paid
37771625,7150,36 months,17.14,255.42,D,D4,Customer Care Specialust,< 1 year,RENT,30000,Source Verified,debt_consolidation,Debt consolidation,284xx,NC,9.52,11-Oct,660,664,12,0,7239,55.3,14,f,Individual,0,0,Fully Paid
37641601,1375,36 months,17.86,49.62,D,D5,NA,NA,MORTGAGE,18000,Verified,debt_consolidation,Debt consolidation,488xx,MI,28.2,Jan-93,665,669,5,1,1550,31,29,f,Individual,4,1,Fully Paid
37770653,9650,36 months,17.14,344.73,D,D4,Assistant Store Manager,3 years,MORTGAGE,40000,Source Verified,debt_consolidation,Debt consolidation,495xx,MI,16.68,4-Jul,670,674,7,0,12890,88.9,14,f,Individual,3,0,Fully Paid
37721612,16000,36 months,7.49,497.63,A,A4,Manager,3 years,MORTGAGE,45000,Not Verified,debt_consolidation,Debt consolidation,959xx,CA,18.57,5-May,715,719,8,0,12749,65,10,w,Individual,1,0,Fully Paid
37227811,20000,36 months,10.49,649.96,B,B3,District Manager,2 years,MORTGAGE,85000,Source Verified,debt_consolidation,Debt consolidation,563xx,MN,29.74,4-Feb,710,714,15,0,19393,30.9,26,f,Individual,2,0,Fully Paid
37631586,4000,36 months,11.44,131.79,B,B4,store director,10+ years,MORTGAGE,95000,Not Verified,home_improvement,Home improvement,891xx,NV,17.52,2-Jul,715,719,10,0,8772,56.2,23,f,Individual,4,0,Fully Paid
36280834,21000,36 months,8.67,664.58,B,B1,Senior Systems Engineer,10+ years,MORTGAGE,108600,Source Verified,debt_consolidation,Debt consolidation,782xx,TX,12.76,Aug-88,705,709,23,0,23121,28.3,43,f,Individual,2,0,Fully Paid
37761587,9725,36 months,15.59,339.94,D,D1,Manager of Business Process Analysis,2 years,RENT,137240,Source Verified,house,Home buying,024xx,MA,2.48,May-00,660,664,9,1,2298,34.3,19,f,Individual,2,1,Fully Paid
37731386,4800,36 months,15.59,167.79,D,D1,Security,< 1 year,RENT,23000,Source Verified,moving,Moving and relocation,132xx,NY,8.82,4-Sep,665,669,9,0,5577,96.2,31,f,Individual,0,0,Charged Off
37671600,24000,36 months,12.99,808.54,C,C2,Chg RN,10+ years,MORTGAGE,120000,Verified,credit_card,Credit card refinancing,337xx,FL,22.59,4-Aug,700,704,12,0,20336,94.6,24,f,Individual,3,0,Fully Paid
37661476,8000,36 months,6.03,243.49,A,A1,Account Leader,4 years,RENT,60000,Not Verified,credit_card,Credit card refinancing,662xx,KS,10.62,5-Sep,760,764,11,0,5793,15,25,f,Individual,0,0,Fully Paid
36201550,7500,36 months,6.49,229.84,A,A2,nurse,10+ years,OWN,40000,Not Verified,credit_card,Credit card refinancing,087xx,NJ,19.17,Dec-86,735,739,15,0,9803,10.9,38,f,Individual,5,0,Fully Paid
37831594,8500,36 months,12.39,283.91,C,C1,tech,10+ years,RENT,30000,Source Verified,debt_consolidation,Debt consolidation,240xx,VA,18.04,1-Dec,730,734,3,0,1403,70.1,16,f,Individual,0,0,Fully Paid
37641562,10000,36 months,12.39,334.01,C,C1,NURSE ASSISTANT,9 years,RENT,35300,Verified,debt_consolidation,Debt consolidation,945xx,CA,21.33,Aug-00,705,709,21,0,11185,28.2,37,f,Individual,0,0,Fully Paid
37601676,35000,36 months,8.67,1107.63,B,B1,Staff pathologist,10+ years,MORTGAGE,216000,Verified,credit_card,Credit card refinancing,852xx,AZ,13.8,Dec-80,725,729,11,0,28650,56.5,28,f,Individual,2,0,Fully Paid
37761091,6075,36 months,15.99,213.55,D,D2,Investment Grade Salesmen,4 years,RENT,125000,Source Verified,debt_consolidation,Debt consolidation,070xx,NJ,4.93,2-Aug,665,669,9,0,5958,65.5,26,f,Individual,0,0,Fully Paid
37701058,15000,36 months,11.44,494.22,B,B4,Credit Manager,10+ years,MORTGAGE,99000,Not Verified,debt_consolidation,Debt consolidation,378xx,TN,20.77,Nov-93,675,679,15,0,14178,39.1,46,f,Individual,7,0,Fully Paid
37671596,8700,36 months,10.49,282.74,B,B3,Lead QA Analyst,10+ years,RENT,50000,Verified,credit_card,Credit card refinancing,958xx,CA,25.54,6-Sep,660,664,17,1,11843,58.1,22,f,Individual,0,1,Fully Paid
37811675,35000,60 months,17.14,872.48,D,D4,Engineering Manager,10+ years,MORTGAGE,150000,Verified,debt_consolidation,Debt consolidation,660xx,KS,15.25,Nov-92,675,679,9,0,13429,52.1,30,f,Individual,6,0,Fully Paid
37641556,15000,36 months,6.49,459.67,A,A2,Partner Analytics Manager,1 year,MORTGAGE,115000,Source Verified,debt_consolidation,Debt consolidation,190xx,PA,15.26,Nov-00,720,724,15,0,11853,46.7,22,w,Individual,2,0,Fully Paid
37611667,5000,36 months,6.49,153.23,A,A2,Service Technician,2 years,OWN,25000,Verified,debt_consolidation,Debt consolidation,016xx,MA,4.46,9-Aug,760,764,4,0,25,0.4,7,f,Individual,0,0,Fully Paid
37661538,11075,60 months,20.99,299.56,E,E4,Locksmith,8 years,OWN,37024,Source Verified,debt_consolidation,Debt consolidation,120xx,NY,22.51,Sep-00,665,669,7,0,3386,96.7,13,f,Individual,0,0,Fully Paid
37661489,20000,36 months,11.99,664.2,B,B5,Operations Management,< 1 year,MORTGAGE,85000,Source Verified,credit_card,Credit card refinancing,597xx,MT,11,4-Jul,700,704,5,0,19542,97.7,7,f,Individual,2,0,Fully Paid
36743141,35000,60 months,18.54,899.09,E,E1,Regional Vice President,9 years,MORTGAGE,450000,Source Verified,debt_consolidation,Debt consolidation,549xx,WI,16.88,Apr-99,665,669,15,0,54667,86.9,53,w,Individual,5,0,Fully Paid
37781631,12000,36 months,7.49,373.22,A,A4,teacher asst,10+ years,MORTGAGE,80000,Source Verified,debt_consolidation,Debt consolidation,329xx,FL,10.58,Nov-87,660,664,13,1,11090,36.8,34,f,Joint App,2,1,Fully Paid
37811432,24000,60 months,21.99,662.72,E,E5,construction,1 year,RENT,85000,Source Verified,debt_consolidation,Debt consolidation,114xx,NY,16.62,1-May,670,674,6,1,14024,55.9,10,f,Joint App,0,0,Charged Off
37821538,15000,60 months,12.99,341.22,C,C2,Consumer loan underwriter,10+ years,RENT,55000,Source Verified,debt_consolidation,Debt consolidation,891xx,NV,14.86,Apr-98,685,689,11,0,12091,50.8,22,w,Joint App,4,0,Fully Paid
37631545,5000,36 months,8.67,158.24,B,B1,District Coordinator,10+ years,MORTGAGE,73000,Source Verified,vacation,Vacation,751xx,TX,19.07,1-Dec,665,669,20,1,10621,51.3,41,f,Joint App,1,1,Fully Paid
37661515,3075,36 months,10.49,99.94,B,B3,Social Worker,10+ years,OWN,55000,Not Verified,debt_consolidation,Debt consolidation,331xx,FL,29.51,Feb-00,675,679,12,0,33761,88.4,36,f,Individual,4,0,Fully Paid
37611619,5000,36 months,12.39,167.01,C,C1,driver,6 years,MORTGAGE,107500,Not Verified,debt_consolidation,Debt consolidation,261xx,WV,10.69,3-Aug,700,704,7,0,6468,46.9,8,f,Individual,1,0,Fully Paid
37640670,7475,36 months,24.99,297.17,F,F4,Manager,10+ years,RENT,25000,Not Verified,debt_consolidation,Debt consolidation,597xx,MT,16.54,8-Jul,660,664,8,0,6432,52.7,10,f,Individual,0,0,Fully Paid
37761536,28000,36 months,7.49,870.85,A,A4,Senior Product Manager,2 years,MORTGAGE,137000,Source Verified,debt_consolidation,Debt consolidation,070xx,NJ,10.6,Aug-99,725,729,13,0,38238,53.3,30,w,Individual,5,0,Fully Paid
37711552,18000,36 months,9.49,576.51,B,B2,VP of Sales,7 years,MORTGAGE,160000,Not Verified,debt_consolidation,Debt consolidation,067xx,CT,11.21,Jul-88,670,674,13,0,26996,53.4,19,f,Individual,2,0,Fully Paid
37681551,18000,36 months,8.67,569.64,B,B1,Human Services Manager,5 years,RENT,51000,Not Verified,debt_consolidation,Debt consolidation,333xx,FL,10.66,Sep-90,660,664,4,0,8887,67.3,20,f,Individual,0,0,Fully Paid
37611643,28000,60 months,19.99,741.68,E,E3,Sr ETL Architect,< 1 year,MORTGAGE,140000,Verified,debt_consolidation,Debt consolidation,023xx,MA,6.41,Mar-00,690,694,4,0,29992,93.1,15,f,Individual,2,0,Fully Paid
37671547,15900,36 months,15.59,555.79,D,D1,Senior Site Rep,10+ years,RENT,36180,Not Verified,debt_consolidation,Debt consolidation,104xx,NY,15.09,Feb-95,705,709,14,0,14257,49.3,40,f,Individual,0,0,Fully Paid
37821530,1000,36 months,15.99,35.16,D,D2,Teacher,2 years,RENT,21000,Not Verified,medical,Medical expenses,172xx,PA,26.46,6-Jun,690,694,5,0,3093,64.4,5,f,Individual,0,0,Fully Paid
37681471,21000,36 months,11.99,697.41,B,B5,ARMY OFFICER,5 years,RENT,85814,Source Verified,debt_consolidation,Debt consolidation,283xx,NC,21.79,5-Jun,705,709,10,0,17409,50.3,17,f,Individual,0,0,Fully Paid
37147785,10000,36 months,10.49,324.98,B,B3,Senior Veterinary Technician,10+ years,MORTGAGE,57600,Not Verified,debt_consolidation,Debt consolidation,750xx,TX,17.15,May-88,695,699,14,0,11472,44,28,f,Individual,5,0,Fully Paid
36801601,13225,36 months,17.86,477.19,D,D5,Bingo Agent,7 years,OWN,39465,Not Verified,credit_card,Credit card refinancing,891xx,NV,38.14,Feb-00,675,679,17,0,16354,68.7,34,w,Individual,3,0,Fully Paid
37700204,33000,36 months,12.39,1102.23,C,C1,heavy equipment operator,10+ years,MORTGAGE,1.00E+05,Verified,credit_card,Credit card refinancing,600xx,IL,7.72,Oct-91,735,739,6,0,19965,73.1,17,f,Individual,3,0,Fully Paid
37680182,12000,36 months,6.99,370.48,A,A3,Sales,4 years,MORTGAGE,83000,Not Verified,credit_card,Credit card refinancing,640xx,MO,6.21,Oct-97,665,669,9,0,15186,36.1,28,w,Individual,4,0,Fully Paid
37661431,12000,36 months,13.66,408.16,C,C3,AML Compliance Officer,2 years,RENT,69000,Not Verified,debt_consolidation,Debt consolidation,774xx,TX,27.1,9-Jun,720,724,15,0,3939,28.8,19,f,Individual,1,0,Fully Paid
37641524,8000,36 months,6.99,246.99,A,A3,POS Developer,2 years,RENT,42000,Not Verified,debt_consolidation,Debt consolidation,144xx,NY,29.37,Feb-95,710,714,20,0,8139,21.3,39,f,Individual,2,0,Charged Off
37771542,9225,36 months,15.59,322.46,D,D1,school bus attendant,10+ years,RENT,27300,Not Verified,debt_consolidation,Debt consolidation,112xx,NY,24.43,1-Oct,660,664,6,0,10038,81,25,f,Individual,0,0,Fully Paid
37107399,25000,36 months,15.59,873.88,D,D1,General Manager,9 years,RENT,82500,Source Verified,small_business,Business,925xx,CA,7.33,8-May,710,714,8,1,4851,22.3,10,f,Individual,1,1,Fully Paid
37691519,5000,36 months,8.19,157.13,A,A5,Maintenance,3 years,RENT,35000,Not Verified,debt_consolidation,Debt consolidation,062xx,CT,16.39,6-Nov,685,689,10,0,7962,40,18,f,Individual,0,0,Fully Paid
37681531,13000,60 months,11.44,285.52,B,B4,Business Systems Consultant,10+ years,MORTGAGE,89000,Not Verified,major_purchase,Major purchase,782xx,TX,20.43,2-Feb,725,729,18,0,14012,38,46,w,Individual,2,0,Fully Paid
37841472,10000,36 months,8.67,316.47,B,B1,Communications Manager,2 years,OWN,50000,Not Verified,major_purchase,Major purchase,927xx,CA,12.22,5-Aug,820,824,4,0,80,4.4,8,f,Individual,0,0,Fully Paid
37761554,15000,60 months,12.99,341.22,C,C2,Salesman,< 1 year,MORTGAGE,42000,Verified,debt_consolidation,Debt consolidation,495xx,MI,29.66,5-Jun,690,694,13,0,15503,45.9,33,f,Individual,1,0,Charged Off
37741493,8500,36 months,7.49,264.37,A,A4,BI Analyst,< 1 year,RENT,55000,Not Verified,debt_consolidation,Credit card refinancing,554xx,MN,19.51,8-Aug,710,714,8,0,8556,61.1,17,f,Individual,0,0,Fully Paid
37841457,18000,36 months,7.49,559.83,A,A4,Assoc Director,3 years,RENT,95480,Source Verified,debt_consolidation,Debt consolidation,100xx,NY,13.3,Nov-95,690,694,7,0,36767,97.3,14,w,Individual,0,0,Fully Paid
37621413,20000,36 months,8.67,632.93,B,B1,Supervisor,8 years,OWN,55200,Verified,debt_consolidation,Debt consolidation,230xx,VA,27.91,2-Feb,755,759,19,0,1725,4.5,41,f,Individual,0,0,Fully Paid
37601615,10300,36 months,7.49,320.35,A,A4,MWO Coordinator I,10+ years,MORTGAGE,50000,Source Verified,debt_consolidation,Debt consolidation,301xx,GA,19.44,2-Apr,720,724,8,0,11649,39.6,25,f,Individual,3,0,Fully Paid
37631536,10000,36 months,6.03,304.36,A,A1,NA,NA,MORTGAGE,40000,Verified,credit_card,Credit card refinancing,296xx,SC,7.62,2-Feb,735,739,8,0,10967,57.4,25,f,Individual,2,0,Fully Paid
37800296,11750,36 months,15.59,410.73,D,D1,Hygienist,4 years,MORTGAGE,68000,Not Verified,debt_consolidation,Debt consolidation,068xx,CT,13.04,Jul-95,665,669,8,0,18342,76.4,29,f,Individual,3,0,Fully Paid
37611270,11000,60 months,17.14,274.21,D,D4,NA,NA,MORTGAGE,59000,Source Verified,debt_consolidation,Debt consolidation,329xx,FL,7.57,Sep-97,705,709,5,0,10461,48.7,10,w,Individual,2,0,Fully Paid
37601584,4200,36 months,11.44,138.38,B,B4,NA,NA,RENT,22000,Verified,other,Other,953xx,CA,8.95,6-Oct,680,684,7,2,3828,44,10,f,Individual,0,0,Fully Paid
37751576,8000,36 months,13.66,272.11,C,C3,Category Advisor,< 1 year,MORTGAGE,70000,Not Verified,other,Other,281xx,NC,15.06,6-Aug,685,689,13,0,13805,53.3,20,f,Individual,1,0,Fully Paid
